"TmdbId","Id","Season Id","Season Number","Episode Number","Overview","Runtime","Still Path","Name"
"456","62623","3599","18","16","When the fireproof safe (which was bought after one too many house fires) explodes, Homer and Marge try to recreate the photos, but when one of them uncovers a scandal in the background, Homer decides to join the world of paparazzi - forgetting what happened the last time he had a job that dealt in revealing other people's flaws to the public (in ""Guess Who's Coming to Criticize Dinner?"")","22","/lGqPeQ05hdFUJqix4R7nhZYyIms.jpg","Homerazzi"
"456","62624","3599","18","3","After buying Homer a collection of handyman's books, Marge becomes a handywoman, but uses Homer since no one in town is thrilled over the idea of a female carpenter. Meanwhile, Bart finds out that Principal Skinner has a peanut allergy and uses a peanut on a stick to torture Skinner, but the joke is on Bart when Skinner discovers that Bart is allergic to shrimp.","23","/aXGGIJGQbK2kKiWfO6lRwaYMIJH.jpg","Please Homer, Don't Hammer 'Em"
"456","62625","3599","18","8","After being forced to attend Nelson’s birthday party, Bart becomes best friends with the schoolyard bully. Meanwhile, Homer develops a big interest with one of Lisa’s fantasy books.","23","/c1qfexpSNZuWIsRhnutqzno5Mi.jpg","The Haw-Hawed Couple"
"456","62626","3600","19","5","The series' 18th Halloween show features three vignettes that parody movies: one that spoofs ""Mr. & Mrs. Smith""; one that sends up ""E.T.""; and one that parodies ""Se7en.""","23","/ulX2xSmD51Fz4BmVYVrK1mGv1RD.jpg","Treehouse of Horror XVIII"
"456","62627","3600","19","3","Homer takes a job as a tow-truck driver, and Marge hires a service that claims to make babies less clingy. Both decisions have unexpected consequences.","23","/6ZIklfMoZ5DuMK5JOHXkROKrorL.jpg","Midnight Towboy"
"456","62628","3600","19","2","A freak accident gives Homer an operatic singing voice, and he becomes a star at the Springfield Opera. But with fame and fortune comes a price: He's continually bothered by fans, an obsessed woman in particular.","23","/mM3utLk5vODB8ziQqs54LFcRcg4.jpg","The Homer of Seville"
"456","62629","3600","19","4","Marge is held hostage during a bank robbery and forms an uneasy bond with one of the thieves before he's taken to prison.","23","/yXPpE8RmOqpAA9KHFQTV19pAAWw.jpg","I Don't Wanna Know Why the Caged Bird Sings"
"456","62630","3600","19","7","Marge opens a gym for real women because she's disenchanted with Springfield's snooty, glitzy L.A. Body Works. Her gym, Shapes: A Gym for Women, is a huge success, launching a chain that makes Marge rich and famous. But Homer fears Marge will leave him for someone more attractive and goes to extreme lengths to try to save his marriage.","23","/fsc5OJ0ear959pVj0ENrkG4GXHR.jpg","Husbands and Knives"
"456","62631","3600","19","18","Lisa makes a film about her family that gets accepted by the Sundance Film Festival, and the Simpsons go to Park City, Utah, to attend.","23","/f2FkDzUTI5uCq9GXiIxD8y7eM3r.jpg","Any Given Sundance"
"456","62632","3600","19","19","Homer's mother, Mona, returns, but Homer is reluctant to trust her because she abandoned him so many times as a child.","23","/nKHtZCT5G4pp8hQgqDKeUwciQcK.jpg","Mona Leaves-a"
"456","62633","3600","19","11","Flashbacks follow Marge and Homer back to their dating days, when she was a college student and he was working for his father to support her. Then Marge becomes smitten with a professor, so a sorrowful Homer turns to music--and invents grunge.","23","/hCbGZouwa6aUGqU4fuycITsHCuu.jpg","That 90's Show"
"456","62634","3600","19","20","Lisa receives Springfield's Entertainer of the Year Award, and Sideshow Mel narrates her history in showbiz in a wry spoof of ""All About Eve.""","23","/bfiCxOADz9WqOcdyn4XSyfYDJWx.jpg","All About Lisa"
"456","62635","3600","19","17","Bart joins the 4-H club and raises a calf to be a blue-ribbon-winning bull, but panics when he learns the bull will be slaughtered.","23","/ePcSb1gGtkwSdeVQtg4Ea0PRJTB.jpg","Apocalypse Cow"
"456","62636","3600","19","14","Homer cheats on his diet, so Marge gets a reality show called ""The Sneakers"" to check up on him. Meanwhile, Bart and Lisa fear that a prank they played on Martin Prince had deadly consequences.","23","/5g3wZVlZuRezN4K2KKln2qR4JGR.jpg","Dial 'N' for Nerder"
"456","62637","3600","19","12","Homer and Marge celebrate Valentine's Day by going on the Tunnel of Love ride at a carnival, but they end up stranded when Bart pulls a prank involving gelatin. To pass the time, Homer tells the love story of Bonnie and Clyde, Marge tells her version of ""Lady and the Tramp,"" and Bart tells the love story of Sid Vicious and Nancy Spungen.","23","/zSAWh9JXZeIQjWNpRHDzzCpy4Ls.jpg","Love, Springfieldian Style"
"456","62638","3600","19","15","With Lisa's encouragement, Marge pursues her dream of becoming a ballerina. But when Marge auditions at the ballet academy, Lisa is invited to enroll. Unfortunately, Lisa becomes addicted to secondhand smoke from the other dancers. Meanwhile, Homer's beef-jerky operation runs into a snag.","23","/7mdAJUbLmEFXPLMfcjBLnvMcJgG.jpg","Smoke on the Daughter"
"456","62639","3600","19","9","Homer loses his memory--and his family--when he drinks Moe's most potent libation, the Forget-Me-Shot, in an episode that spoofs ""Eternal Sunshine of the Spotless Mind"" and ""It's a Wonderful Life.""","23","/duEBV4W1zG78KUPP0ag3ST2gqW1.jpg","Eternal Moonshine of the Simpson Mind"
"456","62640","3600","19","6","Milhouse stays with the Simpsons when his parents remarry each other and honeymoon on a cruise ship. But when his parents are knocked overboard and lost at sea, Milhouse decides to grow up and be a man.","23","/85b9yF7sDvwSn6scfrRgpdD9CT9.jpg","Little Orphan Millie"
"456","62641","3600","19","8","Sideshow Bob tries again for revenge against the Simpsons.","23","/2dU105dHATbl1LxCxkNQutmqVDX.jpg","Funeral for a Fiend"
"456","62642","3600","19","16","The Simpsons take in a country singer Homer used to manage who owes back taxes to Springfield. She is now destitute, so the family tries to help her get back on her feet.","23","/xng19GAlkFs4bWmis2H8POjgaE.jpg","Papa Don't Leech"
"456","62643","3600","19","10","Homer burns down Springfield's fast-food district. In order to float a bond issue to rebuild it, Mayor Quimby moves up election day, making Springfield's primary election the first in the nation. This causes the town to be overrun with reporters, candidates and pundits.","23","/A3Mow7uyvpAGt6IbJywDiluE06i.jpg","E Pluribus Wiggum"
"456","62644","3600","19","13","A new kid at school named Donny works with Bart on his pranks. But when the pranks start to backfire, Bart wonders if he can trust his new accomplice. Meanwhile, the Simpsons get a fancy loaner car after Marge gets in an accident, and Homer falls in love with it.","23","/kr0tQg0kwb6tfjz29BN09EBkHef.jpg","The Debarted"
"456","62645","3600","19","1","Homer falls in love with the high life of flying in private planes when he saves Mr. Burns from drowning, and Burns repays him by flying him to Chicago for a night on the town.","22","/1Jd30wJA5xkDcHnggt4d7HGb9lR.jpg","He Loves to Fly and He D'ohs"
"456","62646","3601","20","4","Springfield is the setting for parodies of Charlie Brown, It's the Great Pumpkin and Michael Bay's Transformers as Homer's vote on election day is misread by a renegade machine.","23","/2yfllJUHZm6trvJogkr6xu8jsZk.jpg","Treehouse of Horror XIX"
"456","62647","3601","20","8","Mr Burns wins a professional basketball team in a poker game at the annual billionaire's retreat. He decides to build a state-of-the-art facility in an attempt to lure fans, but the stadium site is on the last remaining bee colony in Springfield - prompting Lisa to lead a protest.","23","/13eOFSKOfvaXbOG65X2x078ILUO.jpg","The Burns and the Bees"
"456","62648","3601","20","9","Lisa lets her imagination run wild when she makes a new friend and they create a magical kingdom together called Equalia, complete with characters and plotlines. But they find themselves facing a nightmare when the boundaries between reality and fantasy are blurred. With the voice of Emily Blunt.","22","/vBazf9YZhX5ZwHFSpgm281FFMM3.jpg","Lisa the Drama Queen"
"456","62649","3601","20","19","When Marge learns Springfield Elementary is the worst school in the state, she and Homer rent an apartment in the upscale Waverly Hills school district so Bart and Lisa can attend a better school. Meanwhile, Homer moves into the rented Waverly Hills apartment and gets used to the bachelor lifestyle.","23","/2oobHBPgNCN4Wv0IMLAGILxiCcJ.jpg","Waverly Hills 9-0-2-1-D'oh"
"456","62650","3601","20","20","Marge and Lisa visit the nail salon where they engage in a spirited debate as to whether a woman can be smart, powerful and beautiful all at the same time and spin four tales of famous women featuring famous Springfield faces: Selma as Queen Elizabeth I, Lisa as Snow White, Marge as Lady Macbeth and Maggie as Howard Roark, the idealistic architect protagonist from Ayn Rand’s The Fountainhead.","23","/yYU6TsE4UxCNQmwGbneax8dar4e.jpg","Four Great Women and a Manicure"
"456","62651","3601","20","12","When the adjustable rate on the Simpson couple's mortgage resets at more than the pair can afford, they must sell their house. Good Samaritan Ned Flanders buys the house and rents it out to them at an affordable rate. But Homer pushes his luck too far when he takes advantage of Ned's generous landlord duties.","22","/nmkvQipKMTldIgv1fzn6CwaUXYo.jpg","No Loan Again, Naturally"
"456","62652","3601","20","6","Lisa learns she is good at crossword puzzles and enters a city-wide contest. Homer discovers he has a flair for letting loved ones down so he opens Sweet Conclusions Break-Up Service, but lands himself in trouble with his daughter when he places a bet against her in the competition.","23","/dMyOsl8RSZlr16P27ZzSGN1md9l.jpg","Homer and Lisa Exchange Cross Words"
"456","62653","3601","20","1","Bounty hunter Ned is forced to scrap his partnership with Homer when the hapless layabout skips bail, and Marge mistakenly takes a job at an erotic bakery.","23","/4lRi3m1BOR1dXVptOJPrKNB6tWK.jpg","Sex, Pies and Idiot Scrapes"
"456","62654","3601","20","2","Bart lands himself in trouble when he steals a mobile phone from Denis Leary and subsequently uses it to land the actor a comical film role. The troublemaker then leads his family to the ancient ruins of Machu Picchu after Marge confiscates the device and decides to use its GPS technology to track her son.","23","/5guIsxIQnXAnnWKzwF920ai2JCf.jpg","Lost Verizon"
"456","62655","3601","20","3","An irreverent take on the Prince and the Pauper. Bart enthusiastically trades lives with a wealthy lookalike after landing himself in trouble for triggering a rampage of vacuum cleaners, but finds the lavish lifestyle too much when he becomes the target of all his new friends' pranks.","23","/1wCUtTLxlwTlmAvycQvzFH6jZC0.jpg","Double, Double, Boy in Trouble"
"456","62656","3601","20","5","Homer and Marge remember the ups and downs of their marriage through a series of flashbacks, including the time they each began flirting with guests at a glamorous party - a situation that led to a food fight and an unexpected swim in the pool.","23","/iqi8MRTdvHXpHdqK9YDHTz4SwOV.jpg","Dangerous Curves"
"456","62657","3601","20","7","Lisa struggles to become the proud owner of a Mypod, and Homer believes Bart's new Middle-Eastern friend Bashir is involved in a terrorist plot to destroy the Springfield Mall.","23","/7fh4F6gWqtmRZULvlxjnBT8sj9j.jpg","Mypods and Boomsticks"
"456","62658","3601","20","14","The Simpsons travel to Ireland so that Grampa can have a final drink at O'Flanagan's Pub - an old watering hole of his. But when the small town of Dunkilderry isn't quite what Grampa remembers it as, and O'Flanagans has become a rundown and empty pub, he and Homer decide to buy it and fix it up.","23","/kadwGHCXl2dQVdMY0ku6I68bxOh.jpg","In the Name of the Grandfather"
"456","62659","3601","20","21","When nearby Ogdenville’s economy crumbles due to tainted barley discovered in Krusty’s veggie burgers, the unemployed workers of Ogdenville flock to Springfield. After Mayor Quimby closes Springfield’s borders and enlists private citizens to help patrol them, Homer organizes a border patrol group.","22","/9tIpS6VDwe3ylmgIGKGvbxzQxhw.jpg","Coming to Homerica"
"456","62660","3601","20","13","Lisa infiltrates a convent in order to steal back Maggie who was accidentally taken in by nuns. While in the convent, Lisa uncovers a series of cryptic clues leading to a hidden jewel in Springfield. With help from resident history buffs Principal Skinner and Comic Book Guy, Lisa sets off to find the coveted prize. But Springfield's Freemasons are also hot on the trail of the jewel, and Lisa must race against them to find the jewel and rescue Maggie.","23","/ukZdqmEUrdW5XDmJACuLc0Mh9Xn.jpg","Gone Maggie Gone"
"456","62661","3601","20","15","After Marge and Homer's marriage turns out to be invalid, they decide to re-do their vows. But when Homer goes missing, Bart and Lisa smell something funny and investigate his disappearance.","23","/agQL5r3UaZPMhOMkN3r0Yh36R8q.jpg","Wedding for Disaster"
"456","62662","3601","20","16","Moe once again searches for love and falls for a woman named Maya over the Internet. However, when Moe meets Maya face-to-face, he discovers it's more like face-to-knee, as Maya is only three feet tall.","23","/8yrR5e08s7VUTZ65nQpmxGnE5mA.jpg","Eeny Teeny Maya Moe"
"456","62663","3601","20","17","Bart falls in love with a charitable girl named Jenny, prompting Bart to behave in order to date her. Meanwhile, Lisa becomes depressed when she writes a report on Springfield's future.","23","/genb9cm461EBc1DRlRO621XNI8W.jpg","The Good, the Sad and the Drugly"
"456","62664","3601","20","18","Bart and Lisa start struggling in their academic and social lives at school and Homer starts monitoring them and forcing them to do better. Meanwhile, Marge discovers a sauna in the basement.","23","/2qRsGo560tOw929npYahBrmgTjZ.jpg","Father Knows Worst"
"456","62665","3601","20","10","Homer is jealous when old classmate Vance Connor is inducted into the Springfield Walk of Fame. Lenny and Carl confess they fixed the result in favor of Principal Dondelinger - leading the hapless father to speculate on how his life would have changed had he won the ballot.","22","/4Mq6sLtjhv5EnKDDolL9FcrAey3.jpg","Take My Life, Please"
"456","62666","3601","20","11","Bart gets a perfect score on a practice test for a national achievement test, which not only rattles Lisa, but it means Bart gets to attend a special party instead of having to take the actual test. Meanwhile, Homer must avoid injuring himself for an entire afternoon after failing to pay his insurance.","22","/5VQoZ8lsjUJl2LwSKbUCTcrOrhK.jpg","How the Test Was Won"
"456","62667","3602","21","1","Homer gets the lead in a movie about a superhero who can take on the powers of every superhero in any comic book he touches. To whip Homer into superhero shape, the studio hires a celebrity fitness trainer.","22","/ifPqgNjMy7FeDY36DLjg1oscmx7.jpg","Homer the Whopper"
"456","62668","3602","21","3","The men and boys in Springfield become obsessed with Ultimate Punch Kick and Choke Championships, a violent sport where fighters inflict severe pain on each other. When Marge and her friends stage a protest against the sport, the show's promoter embraces the controversy and challenges Marge to a match, promising to shut down the competition if she wins. She begins to train with rhythmic gymnastics, but her family step in and get her professional martial arts help to give her a real chance at winning.","22","/3uniTuBpor7RWKhjAkXAbpKDnOg.jpg","The Great Wife Hope"
"456","62669","3602","21","5","Marge and a group called the ""Charity Chicks"" pose for a calendar in hopes of raising money for charity, but Marge becomes the talk of the town thanks to her racy poses. Meanwhile, Carl is chosen as the newest supervisor at the nuclear power plant, and hires Homer to be his personal assistant.","23","/uROUHczERyD58y2GbfbcdsCdZOk.jpg","The Devil Wears Nada"
"456","62670","3602","21","6","Principal Skinner is getting fed up with Bart's pranks, so he informs Bart that he is not the best prankster after all. A former student named Andy Hamilton is hailed as the best prankster, and Bart sets out on a mission to track Andy down. However, when Bart finds out that Andy is a 19-year-old still in his pranking days, they become fast friends.","22","/4ZqZoASE7tGA5i9w6JFvR8ntdCo.jpg","Pranks and Greens"
"456","62671","3602","21","9","Grampa is sitting on a bench waiting for his family when a thoughtful-looking man named Marshall Goldman approaches him and asks to hear about his life. Grampa tells Goldman about the time he was on a World War II battleship, which was hit by an enemy torpedo, and Goldman, a human-interest columnist, publishes it in The Springfield Shopper. Later, Grampa meets Mitch Albom and shares another story with Goldman for a follow-up article. Homer becomes jealous of Grampa's newfound fame and seeks a surrogate father. But when Homer discovers a draft of Goldman's third story, he must race to find Grampa before it is published and his life is changed forever.","23","/ccPTeG8nGQAj05R5Uj9UVWkVun1.jpg","Thursdays with Abie"
"456","62672","3602","21","8","One snowy day in Springfield, Lisa informs Bart that she and Maggie share a bond that Bart will never understand because he doesn't have a brother, so Bart asks Homer for a baby brother. When Homer denies Bart's request, Bart makes his way to the Springfield Orphanage to find what he thinks he's missing.","23","/xpWYkRneq0pDb7km5hRg1sgIG58.jpg","Oh Brother, Where Bart Thou?"
"456","62673","3602","21","10","Krusty grudgingly adds a pretty, singing cohost named Princess Penelope to his show in order to attract more female viewers. Girls love her, and ratings improve, but Bart and Milhouse want to get the show back to the way it was. The situation gets more complicated when Krusty and Penelope fall in love and decide to get married. Meanwhile, Homer, Lenny, and Carl consider working at a competing nuclear plant when Mr. Burns cuts off their daily doughnut service. ","22","/av1H80GWfvjxbhrjyjT7saQG6YC.jpg","Once Upon a Time in Springfield"
"456","62674","3602","21","19","The Simpsons decide to embrace a cheaper, alternate source of energy by erecting a wind turbine in their backyard. But when Homer realizes some of the power is being directed to the local electric company, he decides to remove his home from the grid and becomes completely dependent upon an unreliable source of power. Meanwhile, a storm erupts, trapping a magnificent 150-foot-long blue whale ashore, and Lisa and Homer attempt to help the poor creature.","22","/AnbQyfvkzTMLfv2Kq5amsnHxlCz.jpg","The Squirt and the Whale"
"456","62675","3602","21","21","As Mother's Day approaches, Moe narrates an episode in which he writes a letter to Homer, Apu and Reverend Lovejoy, who are vacationing with their children, and threatens to run away with one of their wives. While the trio tries to determine whose wife Moe is referring to, Homer, Lovejoy and Apu flashback to the intimate moments they initially ignored between Moe and Marge, Manjula and Helen Lovejoy. But when the boys return from their trip, they're in for the surprise of their lives.","22","/7sQKp438DHeIkzSi2byFJCzr9Un.jpg","Moe Letter Blues"
"456","62676","3602","21","22","Bart becomes convinced that his new neighbor, Walt, is his archenemy, Sideshow Bob, disguised and back for revenge. But when Marge tries to convince Bart otherwise by taking him to visit the state penitentiary, a disturbing truth is revealed.","22","/yk2c7FtzUVPsnOgMFrMvZXI0ZOK.jpg","The Bob Next Door"
"456","62677","3602","21","20","A bomb squad mistakenly blows up Homer's unattended gym bag, releasing radiation into the city and authorities react by suspending civil liberties. Wiggum and his men install surveillance cameras around Springfield and round up suspected terrorists, including groundskeeper Willie, but when monitoring the nonstop flow of video imagery proves to be too much, Wiggum enlists concerned citizens to help keep the city safe. Meanwhile, Lisa becomes fed up with being blonde, so she dyes her hair a dark color.","22","/fRTwu2GDHjOz59dB61VcpzQK2AJ.jpg","To Surveil with Love"
"456","62678","3602","21","7","Lisa befriends three teenaged Wiccans after getting lost in the woods during a game of hide-and-seek, and must clear her new friends' names when they are accused of cursing the townspeople with their supposed witchcraft. Meanwhile, Homer befriends Cletus after learning that he and his friends make their own moonshine.","22","/rEcHFaE8k9csQbBLnVkGuhVQmmu.jpg","Rednecks and Broomsticks"
"456","62679","3602","21","11","Homer blows off Marge to buy a lottery ticket and winds up winning the million-dollar jackpot. Fearing how Marge will react if she finds out the reason Homer missed their date, Homer keeps his newly inherited fortune a secret and spoils his family with “anonymous” gifts. When Bart finds out, he and Homer spend the money like it’s going out of style, including buying front-row to tickets to see Coldplay in concert.","23","/zbswPlx0nV4MjGH4gnKUfPnWJCh.jpg","Million Dollar Maybe"
"456","62680","3602","21","12","Homer takes Marge out for a romantic evening of ice skating and hand-holding, but upon entering the rink, they encounter a curling team practising. Marge and Homer take to the ice and discover their love for the sport, and soon after, join the curling team and compete with them in the Olympic trials. Team Springfield claims the win and moves on to the 2010 Vancouver Games where Bob Costas covers the action. Meanwhile, sleazy vendors introduce Lisa to the world of collecting Olympic pins, and before long, Lisa is hopelessly addicted.","23","/5Lce9SGRtasZV0MpTBC7YsM5A7e.jpg","Boy Meets Curl"
"456","62681","3602","21","13","When Miss Hoover asks her students to research their family history, Lisa is horrified to discover that most of her ancestors were bad people – a motley crew of horse thieves and deadbeats. But while rummaging through the attic, Lisa happens upon a diary kept by her ancestor, Eliza Simpson. As Eliza’s story unfolds, Lisa learns that her family was part of the Underground Railroad, a group that helped slaves escape to freedom. Eliza recounts liberating a slave named Virgil, but when Lisa presents her findings at school, some of her classmates refute it, leaving Lisa determined to exonerate her family’s name.","23","/aMVBfxLBaxMh6cOktNLwNtlY12h.jpg","The Color Yellow"
"456","62682","3602","21","14","When Bart fails to turn in his homework, Mrs. Krabappel sends a letter home about Bart's behaviour. Despite Bart's best efforts to intercept it, Homer reads the letter, and he and Marge visit Principal Skinner for a parent-teacher conference. Furious, Homer punishes him, but Marge takes a more sympathetic approach. When Bart realizes he can pit Homer and Marge against each other to his benefit, his scheming reaches new heights.","23","/7eEINBkUYQzbtc5Bkk1rvL62RS9.jpg","Postcards from the Wedge"
"456","62683","3602","21","15","Principal Skinner announces that Mrs. Krabappel was called out of town and budget cuts dictate that, until she returns, the school's two fourth grade classes will merge. Bart reluctantly shares a desk with Nikki and develops a flirtatious rapport. Bart talks to Grampa about his new crush, and at Grampa's suggestion, gives Nikki a kiss. But when Nikki starts sending Bart mixed signals, he swears off women forever. Meanwhile, Lisa's classmates ostracize her for being an overachiever, and First Lady Michelle Obama, a self-professed nerd, comes to Lisa's defence.","22","/tRirzP2j8gmt1Ma9W1dPMqPPPbP.jpg","Stealing First Base"
"456","62684","3602","21","17","When the police are called to diffuse a rowdy crowd at Mr. Burns' estate, one of the officers recognizes priceless stolen paintings on the walls, and the maniacal billionaire is taken downtown for questioning. With Mr. Burns gone, Smithers takes charge of the power plant. But when employees take advantage of his good nature, he exacts revenge by forcing the employees to work night and day. These unfair working conditions prompt Homer and his crew to devise a plan to bust out Mr. Burns.","22","/qbmYn40siC8Sr69F63DhwxqIkFU.jpg","American History X-cellent"
"456","62685","3602","21","18","Homer is completing his court-ordered community service when he befriends his supervisor, Chief Wiggum, by offering him one of his sandwiches. Touched by the act of kindness, Wiggum assigns the other convicts unpleasant tasks, but allows Homer to join him at the picnic table. They continue to grow close, but when the Chief gets injured during a botched bank robbery, Homer doesn't come through when Wiggum needs him the most. Meanwhile, Bart becomes addicted to Battle Ball, a Japanese game made up of plastic balls and magnetic cards, and his family and teachers try to help him kick the habit.","22","/eQ4ksgP6mowSC3X04bxIgE6Je8K.jpg","Chief of Hearts"
"456","62686","3602","21","23","When Moe discovers a hidden talent for judging contests, he is approached by a television agent to join the AMERICAN IDOL judges' panel. Moe flies to Los Angeles where he tours the Fox lot and receives some sage career advice. Meanwhile, Homer drives Marge crazy when he begins hanging around the house.","22","/kGLKL5YwnRuBiZ32y9DEQJtqDa7.jpg","Judge Me Tender"
"456","62687","3602","21","16","The Simpsons family vacation in Israel with Ned Flanders, but Homer does not appreciate any of the culture—until an Israeli tour guide named Jakob shows him around and, in a severe state of dehydration, Homer believes he is the Messiah.","23","/eFVYErxlHnIc392LZm7IwAMWtYb.jpg","The Greatest Story Ever D'ohed"
"456","62688","3602","21","2","The fourth grade students of Springfield Elementary School decide to spike Ms. Krabappel's coffee in order to teach her a lesson after she takes away their cell phones. She is fired by Principal Skinner, who hires a new teacher named Zachary Vaughn. Although Vaughn is a hip young teacher who impresses the students, Bart is plagued by guilt and tries to get Ms. Krabappel hired back.","23","/4Fyc7VUjqgU5n7qyHabU7OcGhT9.jpg","Bart Gets a 'Z'"
"456","62689","3602","21","4","Dial ""M"" for Murder or Press ""#"" to Return to Main Menu- Lisa is forced into a Hitchcockian murder scheme by Bart.

Don't Have a Cow, Mankind- Springfield is once again overrun by zombies, thanks to Krusty Burger's latest sandwich.

There's No Business Like Moe Business- In a Sweeney Todd spoof, Moe bleeds Homer dry to create the perfect microbrewed great beer.","23","/qk6gwqRQrvxtoAM1VGacGagO6EI.jpg","Treehouse of Horror XX"
"456","62690","3603","22","1","Marge sends Lisa to a performing arts camp, where counselors and fellow campers inspire her to embrace her creative side; upon returning to Springfield, Lisa grows restless with her boring suburban lifestyle.","23","/aTEIrH2jyvBSj61gmiCsFkyu7LX.jpg","Elementary School Musical"
"456","62691","3603","22","2","Lisa invests in Nelson's brand-new business venture, but soon realizes that her friend's instant success might lure him away from the classroom. Worried that his judgment might be clouded, Lisa introduces Nelson to the well-educated and successful creator of Facebook, Mark Zuckerberg, only to find out that he too dropped out of school.","23","/7vz6iLiYBlIbZY3wmZpNYRvjWNN.jpg","Loan-a-Lisa"
"456","62692","3603","22","5","Discovering that Marge was once a stellar A+ student whose grades plummeted after being distracted, Lisa fears that she will end up just like her mom unless she pledges to focus solely on academics in an encore episode. When Marge makes a secret deal allowing Lisa to attend her dream school, Lisa learns a lesson in family and altruism. Meanwhile, Bart puts Nelson Muntz in his place and unintentionally claims the title of ""School Bully""","23","/eyxaG3GzLJswkIlormLe6d4MJWS.jpg","Lisa Simpson, This Isn't Your Life"
"456","62693","3603","22","3","Lisa starts coaching Bart's Little League team; Marge and Bart spend the day at an amusement park, where former MLB manager Mike Scioscia gives Bart advice.","22","/xEjIdwjrjab6s0eKMK0h9eEaw6A.jpg","MoneyBART"
"456","62694","3603","22","8","When the rest of the family seems to lack Christmas spirit, Marge contacts Martha Clause (Martha Stewart).","23","/aT5vxpEO7BDkENuWSKqx50DUMmN.jpg","The Fight Before Christmas"
"456","62695","3603","22","7","Bart helps nurse an injured pigeon back to health. After Santa's Little Helper eats the bird, Bart has a hard time coping with the loss. Worried that Bart needs some help getting over the loss, Marge and Homer take him to a therapy session with Dr. Thurston, who advises that the only cure for Bart’s blues is to give away the family dog, but when the Simpsons visit the pup’s new home, a shock causes them to rethink their decision.","22","/yeS7FgesJurRgTma4u1OfsVu8j2.jpg","How Munched Is That Birdie in the Window?"
"456","62696","3603","22","6","After learning that he is suffering from multiple illnesses and has only a few weeks to live, Mr. Burns becomes distraught by the town’s less-than-sensitive reaction to his announcement.

Following an unexpected turn of events, Bart finds Mr. Burns weak and vulnerable in the wilderness and secretly takes him into the Simpsons’ home.

But when Homer and Marge learn about their new houseguest, they decide it’s payback time, and Lisa, determined to stand up for Mr. Burns, learns that old habits die hard.","23","/5XFcefnsOYdpLgrWw48oxfujUfc.jpg","The Fool Monty"
"456","62697","3603","22","10","Marge reconnects with a close group of mothers she used to be friends with; Bart tries to break up their group when his playdates stop being fun.","22","/ArQjkDKZa10246bPU0cDzgqjnTK.jpg","Moms I'd Like to Forget"
"456","62698","3603","22","11","When Smithers transforms Moe's pub into a refined and trendy lounge, the establishment becomes Springfield's local gay hangout; Principal Skinner falls for the new, free-spirited music teacher (Kristen Wiig).","23","/uMoTyCpUOHfKMRVtP14v3cDB3vd.jpg","Flaming Moe"
"456","62699","3603","22","14","Bart and Homer make a film based on Bart's comic book character Angry Dad. The cartoon becomes a critical favorite and begins to win a number of awards, but Bart becomes upset when Homer takes all of the credit during acceptance speeches.","23","/eJ8s1AF2RmxGvXisMVWtRbSN6Au.jpg","Angry Dad: The Movie"
"456","62700","3603","22","13","Moe gets Homer to be his wingman, but becomes distraught when the women are drawn to Homer as well. Meanwhile, Marge discovers some gray hairs and tries a new more mature hair style to go along with it, much to Bart's dismay.","23","/k08pCuXnSytnwoKZukFT5pu0wmM.jpg","The Blue and the Gray"
"456","62701","3603","22","12","When Homer insists Bart must earn the new dirt bike he wants, Bart comes up with a scheme; James Lipton interviews a TV cast.","22","/uFIdfpJdS4FA8e0JPcNhx862nOS.jpg","Homer the Father"
"456","62702","3603","22","16","The town is abuzz when Cheech and Chong announce a Springfield stop on their much-anticipated reunion tour. But when Cheech and Chong take the stage in front of their loyal fans, the jokes were just not the same for Chong, so Homer steps in and delivers all the punchlines by heart. Impressed, Cheech invites Homer to go on tour with him as new duo “Cheech and Chunk” while Chong forms a more progressive comedic team, “Teach and Chong,” with Principal Skinner. 

While Homer is on tour, Marge attempts to help the neighborhood cat lady and change her hoarder ways, but turns into a hoarder herself in the process, and Homer realizes that life on the road is not all high times and slapstick humor","22","/77bYQWKA1PVkRN6d2xHZvWQn1rH.jpg","A Midsummer's Nice Dream"
"456","62703","3603","22","19","Fat Tony (voice of Joe Mantegna) woos Marge's sister Selma, and they marry. Marge worries that Selma is choosing her new lifestyle over family after the whirlwind romance, but Tony invites Homer and Marge to join them on a getaway at the Jersey shore. Meanwhile, Bart develops a gift for finding truffles, much to Lisa's delight.","23","/s3XpcfFeCvLJfSNdd44mU17S7KA.jpg","The Real Housewives of Fat Tony"
"456","62704","3603","22","18","The family is greeted by folk singer Ewell Freestone when they visit a peach farm, but when Marge goes overboard with peach-inspired dishes, Lisa and Bart try to get rid of the unwanted fruit. Later, Lisa becomes a magician’s apprentice to the legendary Great Raymondo who helps her develop her craft, but a schoolgirl crush clouds her judgment when she is coaxed into revealing the Great Raymondo’s most famous magic trick to his phony archnemesis. But when the rival magician’s act takes a risky turn, the Great Raymondo has one last trick up his sleeve and stages showdown with Ricky Jay, Penn & Teller and David Copperfield, showing them why he is the master of the craft.","23","/u3oT7S1UTIYexqS0LRGYCDRFWkW.jpg","The Great Simpsina"
